Token	Corpus	Speaker_ID	Genre	Comments	Type	SemanticRelation	Whole.Genitive	Whole.Sentence	Possessor	Possessor.Head	Possessor.Expression.Type	Final.Sibilant	Possessum	Possessum.Head	Possessor.Animacy5	Possessor.Animacy3	Possessor.Animacy2	Possessum.Animacy2	Possessor.Givenness	ProtoSemanticRelation	PersistenceBinary	Possessor.Thematicity	Possessor.Length	Possessum.Length	TTR
bg48.0021.04	Brown	BG48	Non-fiction	0	of	OTH	the balance  of the line		the line	line	CommonN	N	the balance	balance	inanimate	inanimate	Inanim	Inanim	g	N	Y	-2.522878745	2	2	67
bg05.0049.01	Brown	BG05	Non-fiction	0	of	OTH	the bottom  of the vaults		the vaults	vaults	CommonN	Y	the bottom	bottom	inanimate	inanimate	Inanim	Inanim	g	N	N	-2.522878745	2	2	68
bg06.0054.01	Brown	BG06	Non-fiction	0	of	OTH	the center  of the world		the world	world	CommonN	N	the center	center	inanimate	inanimate	Inanim	Inanim	n	N	Y	-2.522878745	2	2	76
bg13.0049.03	Brown	BG13	Non-fiction	0	of	OTH	the climax  of the orgasm		the orgasm	orgasm	CommonN	N	the climax	climax	inanimate	inanimate	Inanim	Inanim	g	N	N	-2.522878745	2	2	75
bg43.0021.03	Brown	BG43	Non-fiction	0	of	OTH	the contents  of conscience		conscience	conscience	CommonN	Y	the contents	contents	inanimate	inanimate	Inanim	Inanim	g	N	N	-2.522878745	1	2	73
bg44.0062.05	Brown	BG44	Non-fiction	0	s	OTH	Plato's dialogues		Plato's	Plato	ProperN	N	dialogues	dialogues	animate	animate	Anim	Inanim	g	N	Y	-2.522878745	1	1	74
bg46.0029.03	Brown	BG46	Non-fiction	0	of	OTH	the figure  of Grey		Grey	Grey	ProperN	N	the figure	figure	animate	animate	Anim	Inanim	g	N	N	-2.522878745	1	2	75
bg10.0065.03	Brown	BG10	Non-fiction	0	s	OTH	freedom's other foe		freedom's	freedom	CommonN	N	other foe	foe	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.522878745	1	2	69
bg11.0011.02	Brown	BG11	Non-fiction	0	of	OTH	the rich future  of physics at the time of Newton		physics at the time of Newton	physics	CommonN	N	the rich future	future	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.522878745	6	3	78
bg42.0008.01	Brown	BG42	Non-fiction	0	of	OTH	The conventional image  of a particular time and place		a particular time and place	time	CommonN	Y	The conventional image	image	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.522878745	5	3	74
bg45.0068.01	Brown	BG45	Non-fiction	0	s	OTH	Indiana's John W. Kern		Indiana's	Indiana	ProperN	N	John W. Kern	John W. Kern	collective	collective	Inanim	Anim	g	N	N	-2.522878745	1	3	75
bg48.0092.03	Brown	BG48	Non-fiction	0	of	OTH	the location  of the enemy line		the enemy line	line	CommonN	N	the location	location	inanimate	inanimate	Inanim	Inanim	g	N	Y	-2.522878745	3	2	77
bg18.0039.01	Brown	BG18	Non-fiction	0	s	OTH	the poet's longing for his homeland and its boyhood associations		the poet's	poet	CommonN	N	longing for his homeland and its boyhood associations	longing	animate	animate	Anim	Inanim	n	N	Y	-2.522878745	2	8	69
bg13.0046.01	Brown	BG13	Non-fiction	0	of	OTH	the metaphysics  of the orgasm		the orgasm	orgasm	CommonN	N	the metaphysics	metaphysics	inanimate	inanimate	Inanim	Inanim	g	N	N	-2.522878745	2	2	71
bg02.0058.01	Brown	BG02	Non-fiction	0	of	OTH	the people  of the Western civilizational group		the Western civilizational group	group	CommonN	N	the people	people	collective	collective	Inanim	Anim	g	N	N	-2.522878745	4	2	65
bg46.0038.01	Brown	BG46	Non-fiction	0	of	OTH	the period  of Grey and Bright		Grey and Bright	Grey and Bright	ProperN	N	the period	period	animate	animate	Anim	Inanim	g	N	N	-2.522878745	3	2	76
bg48.0064.03	Brown	BG48	Non-fiction	0	of	OTH	the rattle  of the skirmish fire		the skirmish fire	fire	CommonN	N	the rattle	rattle	inanimate	inanimate	Inanim	Inanim	g	N	Y	-2.522878745	3	2	71
bg18.0033.01	Brown	BG18	Non-fiction	0	s	OTH	The man's true reputation		The man's	man	CommonN	N	true reputation	reputation	animate	animate	Anim	Inanim	g	N	N	-2.522878745	2	2	72
bg05.0036.04	Brown	BG05	Non-fiction	0	of	OTH	the upper story  of a pavilion-		a pavilion	pavilion	CommonN	N	the upper story	story	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.522878745	2	3	70
bg22.0005.01	Brown	BG22	Non-fiction	0	of	OTH	the strength  of our society's organs		our society's organs	organs	CommonN	Y	the strength	strength	collective	collective	Inanim	Inanim	n	N	N	-2.522878745	3	2	75
bg46.0041.01	Brown	BG46	Non-fiction	0	of	OTH	the study  of Grey		Grey	Grey	ProperN	N	the study	study	animate	animate	Anim	Inanim	g	N	N	-2.522878745	1	2	73
bg02.0053.01	Brown	BG02	Non-fiction	0	of	OTH	the time-span  of the nation-state		the nation-state	nation-state	CommonN	N	the time-span	time-span	inanimate	inanimate	Inanim	Inanim	g	N	N	-2.522878745	2	2	71
bg42.0025.01	Brown	BG42	Non-fiction	0	of	OTH	the analysis  of perceptual images		perceptual images	images	CommonN	Y	the analysis	analysis	inanimate	inanimate	Inanim	Inanim	n	N	Y	-2.455931956	2	2	73
bg50.0011.01	Brown	BG50	Non-fiction	1	s	OTH	Potemkin's Army of Ekaterinoslav		Potemkin's	Potemkin	ProperN	N	Army of Ekaterinoslav	Army of Ekaterinoslav	animate	animate	Anim	Inanim	g	N	N	-2.455931956	1	3	79
bg51.0043.01	Brown	BG51	Non-fiction	0	s	OTH	man's aspiration		man's	man	CommonN	N	aspiration	aspiration	animate	animate	Anim	Inanim	n	N	N	-2.455931956	1	1	68
bg22.0027.01	Brown	BG22	Non-fiction	0	s	OTH	the public's present attitude toward business		the public's	public	CommonN	N	present attitude toward business	attitude	animate	animate	Anim	Inanim	n	N	N	-2.455931956	2	4	78
bg44.0043.04	Brown	BG44	Non-fiction	0	s	OTH	the historian's business		the historian's	historian	CommonN	N	business	business	animate	animate	Anim	Inanim	g	N	N	-2.455931956	2	1	70
bg18.0078.02	Brown	BG18	Non-fiction	0	of	OTH	the character  of the king		the king	king	CommonN	N	the character	character	animate	animate	Anim	Inanim	g	N	N	-2.455931956	2	2	81
bg03.0096.01	Brown	BG03	Non-fiction	0	of	OTH	the contents  of Wisman's box		Wisman's box	box	CommonN	Y	the contents	contents	inanimate	inanimate	Inanim	Inanim	g	N	Y	-2.455931956	2	2	75
bg03.0099.01	Brown	BG03	Non-fiction	0	of	OTH	the context  of the prepared messages		the prepared messages	message	CommonN	Y	the context	context	inanimate	inanimate	Inanim	Inanim	n	N	Y	-2.455931956	3	2	84
bg03.0066.01	Brown	BG03	Non-fiction	0	s	OTH	the President's decision		the President's	President	ProperN	N	decision	decision	animate	animate	Anim	Inanim	g	N	N	-2.455931956	2	1	73
bg22.0035.01	Brown	BG22	Non-fiction	0	s	OTH	the individual's lessened desire and ability to give his services to the growth of his company and our economy		the individual's	individual	CommonN	N	lessened desire and ability to give his services to the growth of his company and our economy	desire	animate	animate	Anim	Inanim	g	N	N	-2.455931956	2	8	72
bg06.0028.01	Brown	BG06	Non-fiction	0	of	OTH	the duties  of a conductor		a conductor	conductor	CommonN	N	the duties	duties	animate	animate	Anim	Inanim	n	N	Y	-2.455931956	2	2	73
bg49.0024.03	Brown	BG49	Non-fiction	0	of	OTH	the first edition  of my first book		my first book	book	CommonN	N	the first edition	edition	inanimate	inanimate	Inanim	Inanim	g	N	Y	-2.455931956	3	3	73
bg06.0062.01	Brown	BG06	Non-fiction	0	s	OTH	Bruckner's Fifth Symphony		Bruckner's	Bruckner	ProperN	N	Fifth Symphony	Fifth Symphony	animate	animate	Anim	Inanim	n	N	Y	-2.455931956	1	2	77
bg06.0064.02	Brown	BG06	Non-fiction	0	s	OTH	Mahler's First and Fourth symphonies		Mahler's	Mahler	ProperN	N	First and Fourth symphonies	First and Fourth symphonies	animate	animate	Anim	Inanim	g	N	N	-2.455931956	1	4	75
bg22.0033.02	Brown	BG22	Non-fiction	0	of	OTH	the ideas , energies and ambitions  of an individual having purpose and comprehensive ability within one mind		an individual having purpose and comprehensive ability within one mind	individual	CommonN	N	the ideas , energies and ambitions	ideas	animate	animate	Anim	Inanim	n	N	Y	-2.455931956	8	6	74
bg02.0036.03	Brown	BG02	Non-fiction	0	of	OTH	the inability  of individuals		individuals	individual	CommonN	Y	the inability	inability	animate	animate	Anim	Inanim	n	N	N	-2.455931956	1	2	68
bg02.0006.01	Brown	BG02	Non-fiction	0	of	OTH	the interests  of the Western powers		the Western powers	powers	CommonN	Y	the interests	interests	collective	collective	Inanim	Inanim	g	N	N	-2.455931956	3	2	72
bg08.0073.02	Brown	BG08	Non-fiction	0	of	OTH	the maturity  of urbanization		urbanization	urbanization	CommonN	N	the maturity	maturity	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.455931956	1	2	75
bg44.0042.03	Brown	BG44	Non-fiction	0	s	OTH	the historian's research		the historian's	historian	CommonN	N	research	research	animate	animate	Anim	Inanim	g	N	N	-2.455931956	2	1	78
bg02.0042.02	Brown	BG02	Non-fiction	0	of	OTH	the civil and political rights  of the individual		the individual	individual	CommonN	N	the civil and political rights	right	animate	animate	Anim	Inanim	n	N	N	-2.455931956	2	5	66
bg18.0060.02	Brown	BG18	Non-fiction	0	of	OTH	the soldiers and subjects  of the king		the king	king	CommonN	N	the soldiers and subjects	soldier	animate	animate	Anim	Anim	g	N	N	-2.455931956	2	4	75
bg08.0015.01	Brown	BG08	Non-fiction	0	of	OTH	the present stage  of Southern urbanization		Southern urbanization	urbanization	CommonN	N	the present stage	stage	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.455931956	2	3	74
bg44.0011.01	Brown	BG44	Non-fiction	0	of	OTH	the value  of such study		such study	study	CommonN	N	the value	value	inanimate	inanimate	Inanim	Inanim	g	N	N	-2.455931956	2	2	78
bg06.0062.04	Brown	BG06	Non-fiction	0	s	OTH	Mahler's works		Mahler's	Mahler	ProperN	N	works	works	animate	animate	Anim	Inanim	g	N	Y	-2.455931956	1	1	77
bg07.0034.01	Brown	BG07	Non-fiction	0	s	OTH	America's foreign affairs		America's	America	ProperN	N	foreign affairs	affairs	collective	collective	Inanim	Inanim	g	N	N	-2.397940009	1	2	81
bg18.0036.03	Brown	BG18	Non-fiction	0	s	OTH	my life's aim		my life's	life	CommonN	N	aim	aim	inanimate	inanimate	Inanim	Inanim	n	N	Y	-2.397940009	2	1	73
bg50.0066.01	Brown	BG50	Non-fiction	0	s	OTH	Suvorov's contempt for don't-know's		Suvorov's	Suvorov	ProperN	N	contempt for don't-know's	contempt	animate	animate	Anim	Inanim	g	N	Y	-2.397940009	1	3	80
bg42.0054.01	Brown	BG42	Non-fiction	0	of	OTH	the context  of legal and civic policy		legal and civic policy	policy	CommonN	N	the context	context	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.397940009	4	2	78
bg03.0072.01	Brown	BG03	Non-fiction	0	s	OTH	SAC's senior controller		SAC's	SAC	ProperN	N	senior controller	controller	collective	collective	Inanim	Anim	g	N	Y	-2.397940009	1	2	79
bg03.0018.04	Brown	BG03	Non-fiction	0	s	OTH	a man's flair for what the professionals in this field call scenarios		a man's	man	CommonN	N	flair for what the professionals in this field call scenarios	flair	animate	animate	Anim	Inanim	n	N	N	-2.397940009	2	8	75
bg22.0003.01	Brown	BG22	Non-fiction	0	of	OTH	the accelerating growth  of technology		technology	technology	CommonN	N	the accelerating growth	growth	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.397940009	1	3	82
bg22.0026.01	Brown	BG22	Non-fiction	0	of	OTH	This favorable image  of America		America	America	ProperN	N	This favorable image	image	collective	collective	Inanim	Inanim	g	N	N	-2.397940009	1	3	81
bg02.0076.01	Brown	BG02	Non-fiction	0	of	OTH	the jobs  of government		government	government	CommonN	N	the jobs	jobs	collective	collective	Inanim	Inanim	n	N	N	-2.397940009	1	2	73
bg18.0046.05	Brown	BG18	Non-fiction	0	of	OTH	the meaning  of life		life	life	CommonN	N	the meaning	meaning	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.397940009	1	2	73
bg13.0085.01	Brown	BG13	Non-fiction	0	of	OTH	this Mecca  of the beat generation		the beat generation	beat generation	CommonN	N	this Mecca	Mecca	collective	collective	Inanim	Inanim	g	N	N	-2.397940009	3	2	70
bg13.0045.01	Brown	BG13	Non-fiction	0	of	OTH	the members  of the beat generation		the beat generation	beat generation	CommonN	N	the members	members	collective	collective	Inanim	Anim	g	N	N	-2.397940009	3	2	67
bg18.0038.02	Brown	BG18	Non-fiction	0	s	OTH	my life's misery		my life's	life	CommonN	N	misery	misery	inanimate	inanimate	Inanim	Inanim	g	N	Y	-2.397940009	2	1	70
bg42.0045.03	Brown	BG42	Non-fiction	0	of	OTH	the nature  of the claim		the claim	claim	CommonN	N	the nature	nature	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.397940009	2	2	71
bg02.0018.01	Brown	BG02	Non-fiction	0	of	OTH	the basic nature  of government		government	government	CommonN	N	the basic nature	nature	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.397940009	1	3	78
bg45.0091.01	Brown	BG45	Non-fiction	0	of	OTH	the nominee  of the party		the party	party	CommonN	N	the nominee	nominee	collective	collective	Inanim	Anim	g	N	N	-2.397940009	2	2	77
bg46.0022.02	Brown	BG46	Non-fiction	0	s	OTH	Bright's opponents and critics		Bright's	Bright	ProperN	N	opponents and critics	opponents	animate	animate	Anim	Anim	g	N	N	-2.397940009	1	3	75
bg13.0023.01	Brown	BG13	Non-fiction	0	of	OTH	the prophet  of the beat generation		the beat generation	beat generation	CommonN	N	the prophet	prophet	collective	collective	Inanim	Anim	g	N	N	-2.397940009	3	2	75
bg49.0059.01	Brown	BG49	Non-fiction	0	s	OTH	Meynell's remedy		Meynell's	Meynell	ProperN	N	remedy	remedy	animate	animate	Anim	Inanim	g	N	N	-2.397940009	1	1	74
bg47.0093.01	Brown	BG47	Non-fiction	0	of	OTH	either side  of the tent		the tent	tent	CommonN	N	either side	side	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.397940009	2	2	76
bg10.0057.01	Brown	BG10	Non-fiction	0	of	OTH	the sovereignty  of the citizen		the citizen	citizen	CommonN	N	the sovereignty	sovereignty	animate	animate	Anim	Inanim	g	N	Y	-2.397940009	2	2	74
bg10.0060.03	Brown	BG10	Non-fiction	0	of	OTH	the sovereignty  of man		man	man	CommonN	N	the sovereignty	sovereignty	animate	animate	Anim	Inanim	n	N	N	-2.397940009	1	2	69
bg46.0025.01	Brown	BG46	Non-fiction	0	s	OTH	Bright's speeches		Bright's	Bright	ProperN	N	speeches	speeches	animate	animate	Anim	Inanim	g	N	N	-2.397940009	1	1	70
bg46.0024.01	Brown	BG46	Non-fiction	0	of	OTH	the story  of Bright		Bright	Bright	ProperN	N	the story	story	animate	animate	Anim	Inanim	g	N	N	-2.397940009	1	2	73
bg39.0022.03	Brown	BG39	Non-fiction	0	of	OTH	the study  of music		music	music	CommonN	N	the study	study	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.397940009	1	2	82
bg13.0096.03	Brown	BG13	Non-fiction	0	of	OTH	the writers  of the beat generation		the beat generation	beat generation	CommonN	N	the writers	writers	collective	collective	Inanim	Anim	g	N	N	-2.397940009	3	2	78.26086957
bg46.0016.01	Brown	BG46	Non-fiction	0	of	OTH	the popular acclaim  of the Garibaldi volumes		the Garibaldi volumes	volume	CommonN	Y	the popular acclaim	acclaim	inanimate	inanimate	Inanim	Inanim	g	N	Y	-2.346787486	3	3	76
bg46.0004.03	Brown	BG46	Non-fiction	0	s	OTH	Garibaldi's campaigns		Garibaldi's	Garibaldi	ProperN	N	campaigns	campaigns	animate	animate	Anim	Inanim	g	N	Y	-2.346787486	1	1	77
bg46.0081.04	Brown	BG46	Non-fiction	0	s	OTH	Garibaldi's campaigns		Garibaldi's	Garibaldi	ProperN	N	campaigns	campaigns	animate	animate	Anim	Inanim	g	N	N	-2.346787486	1	1	72
bg18.0054.01	Brown	BG18	Non-fiction	0	s	OTH	Heidenstam's conception		Heidenstam's	Heidenstam	ProperN	N	conception	conception	animate	animate	Anim	Inanim	g	N	Y	-2.346787486	1	1	77
bg01.0002.01	Brown	BG01	Non-fiction	0	of	OTH	the direction  of a welfare state		a welfare state	state	CommonN	N	the direction	direction	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.346787486	3	2	72
bg46.0002.03	Brown	BG46	Non-fiction	0	s	OTH	Garibaldi's exploits		Garibaldi's	Garibaldi	ProperN	N	exploits	exploits	animate	animate	Anim	Inanim	g	N	Y	-2.346787486	1	1	76
bg42.0070.01	Brown	BG42	Non-fiction	0	of	OTH	the educational facilities  of the community		the community	community	CommonN	N	the educational facilities	facilities	collective	collective	Inanim	Inanim	n	N	N	-2.346787486	2	3	74
bg43.0058.05	Brown	BG43	Non-fiction	0	of	OTH	the particular feature  of the experience		the experience	experience	CommonN	Y	the particular feature	feature	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.346787486	2	3	74
bg46.0023.02	Brown	BG46	Non-fiction	0	of	OTH	the real features  of the man		the man	man	CommonN	N	the real features	features	animate	animate	Anim	Inanim	g	N	Y	-2.346787486	2	3	80
bg46.0025.03	Brown	BG46	Non-fiction	0	of	OTH	the feel  of the man		the man	man	CommonN	N	the feel	feel	animate	animate	Anim	Inanim	g	N	Y	-2.346787486	2	2	70
bg13.0091.01	Brown	BG13	Non-fiction	0	of	OTH	the influence  of marijuana		marijuana	marijuana	CommonN	N	the influence	influence	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.346787486	1	2	76
bg42.0053.01	Brown	BG42	Non-fiction	1	of	OTH	the mind and usage  of Gentile and Jew		Gentile and Jew	Gentile and Jew	CommonN	N	the mind and usage	mind	animate	animate	Anim	Inanim	g	N	N	-2.346787486	3	4	76
bg42.0057.01	Brown	BG42	Non-fiction	1	of	OTH	the public order  of the world community or even of free commonwealths		the world community or even of free commonwealths	community	CommonN	Y	the public order	order	collective	collective	Inanim	Inanim	n	N	N	-2.346787486	8	3	79
bg05.0036.03	Brown	BG05	Non-fiction	0	of	OTH	the purity  of spring water		spring water	water	CommonN	N	the purity	purity	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.346787486	2	2	70
bg43.0042.01	Brown	BG43	Non-fiction	0	of	OTH	the drab empty quality  of life without literature		life without literature	life	CommonN	N	the drab empty quality	quality	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.346787486	3	4	69
bg10.0051.03	Brown	BG10	Non-fiction	0	of	OTH	the sovereign rights  of men and of states		men and of states	men	CommonN	Y	the sovereign rights	right	collective	collective	Inanim	Inanim	n	N	Y	-2.346787486	4	3	62
bg01.0018.01	Brown	BG01	Non-fiction	0	s	OTH	states' rights		states'	state	CommonN	Y	rights	rights	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.346787486	1	1	75
bg01.0022.01	Brown	BG01	Non-fiction	0	of	OTH	the rights  of states		states	state	CommonN	Y	the rights	rights	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.346787486	1	2	78
bg18.0021.02	Brown	BG18	Non-fiction	0	s	OTH	Heidenstam's long sojourn abroad		Heidenstam's	Heidenstam	ProperN	N	long sojourn abroad	sojourn	animate	animate	Anim	Inanim	g	N	N	-2.346787486	1	3	72
bg42.0062.01	Brown	BG42	Non-fiction	0	of	OTH	the disorganized state  of the world community		the world community	community	CommonN	N	the disorganized state	state	collective	collective	Inanim	Inanim	g	N	N	-2.346787486	3	3	75
bg46.0076.02	Brown	BG46	Non-fiction	0	of	OTH	the state  of England at the opening of the eighteenth century		England at the opening of the eighteenth century	England	ProperN	N	the state	state	collective	collective	Inanim	Inanim	g	N	Y	-2.346787486	8	2	78
bg49.0023.01	Brown	BG49	Non-fiction	0	s	OTH	Katie's wedding		Katie's	Katie	ProperN	N	wedding	wedding	animate	animate	Anim	Inanim	g	N	N	-2.346787486	1	1	75
bg18.0055.02	Brown	BG18	Non-fiction	0	s	OTH	Heidenstam's later work		Heidenstam's	Heidenstam	ProperN	N	later work	work	animate	animate	Anim	Inanim	g	N	Y	-2.346787486	1	2	72
bg10.0049.05	Brown	BG10	Non-fiction	0	of	OTH	the antithesis  of individual liberty		individual liberty	liberty	CommonN	N	the antithesis	antithesis	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.301029996	2	2	77
bg12.0017.01	Brown	BG12	Non-fiction	0	s	OTH	Beckett's appearance		Beckett's	Beckett	ProperN	N	appearance	appearance	animate	animate	Anim	Inanim	g	N	Y	-2.301029996	1	1	79
bg10.0036.02	Brown	BG10	Non-fiction	0	of	OTH	the blessings  of liberty		liberty	liberty	CommonN	N	the blessings	blessings	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.301029996	1	2	62
bg10.0037.03	Brown	BG10	Non-fiction	0	of	OTH	the blessings  of liberty		liberty	liberty	CommonN	N	the blessings	blessings	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.301029996	1	2	62
bg07.0054.02	Brown	BG07	Non-fiction	0	s	OTH	Washington's Cabinet		Washington's	Washington	ProperN	N	Cabinet	Cabinet	animate	animate	Anim	Inanim	g	N	N	-2.301029996	1	1	74
bg44.0040.01	Brown	BG44	Non-fiction	0	of	OTH	the least important chapters  of this history		this history	history	CommonN	N	the least important chapters	chapter	inanimate	inanimate	Inanim	Inanim	g	N	Y	-2.301029996	2	4	63
bg40.0033.01	Brown	BG40	Non-fiction	0	s	OTH	Mr. Hearst's telegraphic code word for Victor Watson		Mr. Hearst's	Mr. Hearst	ProperN	N	telegraphic code word for Victor Watson	code word	animate	animate	Anim	Inanim	g	N	Y	-2.301029996	2	6	77
bg46.0017.01	Brown	BG46	Non-fiction	0	of	OTH	The complexities  of Venetian politics		Venetian politics	politics	CommonN	Y	The complexities	complexities	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.301029996	2	2	74
bg40.0041.01	Brown	BG40	Non-fiction	1	s	OTH	Mr. Hearst's disciple , defender		Mr. Hearst's	Mr. Hearst	ProperN	N	disciple , defender	disciple	animate	animate	Anim	Anim	g	N	Y	-2.301029996	2	3	79
bg11.0025.01	Brown	BG11	Non-fiction	0	of	OTH	the primeval fears  of man		man	man	CommonN	N	the primeval fears	fears	animate	animate	Anim	Inanim	n	N	N	-2.301029996	1	3	74
bg49.0044.04	Brown	BG49	Non-fiction	0	s	OTH	the poet's feelings		the poet's	poet	CommonN	N	feelings	feelings	animate	animate	Anim	Inanim	g	N	Y	-2.301029996	2	1	77
bg13.0020.01	Brown	BG13	Non-fiction	0	of	OTH	the heroes and flappers  of the lost generation		the lost generation	generation	CommonN	N	the heroes and flappers	hero	collective	collective	Inanim	Anim	g	N	N	-2.301029996	3	4	66
bg02.0072.01	Brown	BG02	Non-fiction	0	of	OTH	the indivisibility  of sovereignty		sovereignty	sovereignty	CommonN	N	the indivisibility	indivisibility	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.301029996	1	2	71
bg05.0051.02	Brown	BG05	Non-fiction	0	of	OTH	the level  of the river		the river	river	CommonN	N	the level	level	inanimate	inanimate	Inanim	Inanim	g	N	N	-2.301029996	2	2	73
bg10.0057.02	Brown	BG10	Non-fiction	0	of	OTH	the limitation  of sovereignty		sovereignty	sovereignty	CommonN	N	the limitation	limitation	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.301029996	1	2	74
bg11.0019.02	Brown	BG11	Non-fiction	0	of	OTH	the mercy  of man		man	man	CommonN	N	the mercy	mercy	animate	animate	Anim	Inanim	n	N	N	-2.301029996	1	2	74
bg49.0049.04	Brown	BG49	Non-fiction	0	of	OTH	the misfortunes  of other poets who had known unhappy loves		other poets who had known unhappy loves	poets	CommonN	Y	the misfortunes	misfortunes	animate	animate	Anim	Inanim	n	N	Y	-2.301029996	7	2	80
bg13.0070.01	Brown	BG13	Non-fiction	0	of	OTH	The professed mission  of this disaffiliated generation		this disaffiliated generation	generation	CommonN	N	The professed mission	mission	collective	collective	Inanim	Inanim	g	N	N	-2.301029996	3	3	77
bg12.0015.01	Brown	BG12	Non-fiction	0	s	OTH	Beckett's name		Beckett's	Beckett	ProperN	N	name	name	animate	animate	Anim	Inanim	g	N	Y	-2.301029996	1	1	85
bg40.0094.04	Brown	BG40	Non-fiction	0	of	OTH	the name  of Mr. Hearst		Mr. Hearst	Mr. Hearst	ProperN	N	the name	name	animate	animate	Anim	Inanim	g	N	Y	-2.301029996	2	2	79
bg12.0130.01	Brown	BG12	Non-fiction	0	of	OTH	The personal quality  of Samuel Beckett		Samuel Beckett	Beckett	ProperN	N	The personal quality	quality	animate	animate	Anim	Inanim	n	N	N	-2.301029996	2	3	78
bg46.0041.04	Brown	BG46	Non-fiction	0	of	OTH	the stresses and strains  of the revolutionary period		the revolutionary period	period	CommonN	N	the stresses and strains	stresses and strains	inanimate	inanimate	Inanim	Inanim	g	N	N	-2.301029996	3	4	73
bg12.0061.01	Brown	BG12	Non-fiction	0	s	OTH	Beckett's own work		Beckett's	Beckett	ProperN	N	own work	work	animate	animate	Anim	Inanim	g	N	N	-2.301029996	1	2	67
bg12.0008.01	Brown	BG12	Non-fiction	0	s	OTH	Beckett's writing		Beckett's	Beckett	ProperN	N	writing	writing	animate	animate	Anim	Inanim	g	N	N	-2.301029996	1	1	72
bg12.0095.01	Brown	BG12	Non-fiction	0	of	OTH	the beginning  of the play		the play	play	CommonN	N	the beginning	beginning	inanimate	inanimate	Inanim	Inanim	n	N	Y	-2.259637311	2	2	68
bg07.0062.01	Brown	BG07	Non-fiction	0	of	OTH	the cause  of revolution		revolution	revolution	CommonN	N	the cause	cause	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.259637311	1	2	74
bg09.0031.01	Brown	BG09	Non-fiction	0	of	OTH	both the physical and the spiritual character  of the experience		the experience	experience	CommonN	Y	both the physical and the spiritual character	character	inanimate	inanimate	Inanim	Inanim	g	N	N	-2.259637311	2	7	73
bg09.0052.01	Brown	BG09	Non-fiction	0	of	OTH	the depiction  of the experience of creation		the experience of creation	experience	CommonN	N	the depiction	depiction	inanimate	inanimate	Inanim	Inanim	g	N	N	-2.259637311	4	2	81
bg13.0045.04	Brown	BG13	Non-fiction	0	of	OTH	the implacable enemy  of the life they believe in		the life they believe in	life	CommonN	N	the implacable enemy	enemy	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.259637311	5	3	67
bg13.0048.01	Brown	BG13	Non-fiction	0	of	OTH	the foe  of life		life	life	CommonN	N	the foe	foe	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.259637311	1	2	75
bg18.0003.02	Brown	BG18	Non-fiction	0	of	OTH	the glory  of Sweden		Sweden	Sweden	ProperN	N	the glory	glory	collective	collective	Inanim	Inanim	g	N	N	-2.259637311	1	2	71
bg18.0009.04	Brown	BG18	Non-fiction	0	s	OTH	Sweden's ancient glory		Sweden's	Sweden	ProperN	N	ancient glory	glory	collective	collective	Inanim	Inanim	g	N	Y	-2.259637311	1	2	74
bg18.0089.02	Brown	BG18	Non-fiction	0	of	OTH	the history  of Sweden		Sweden	Sweden	ProperN	N	the history	history	collective	collective	Inanim	Inanim	g	N	N	-2.259637311	1	2	74
bg05.0016.01	Brown	BG05	Non-fiction	0	of	OTH	the ordinary life  of this city		this city	city	CommonN	N	the ordinary life	life	collective	collective	Inanim	Inanim	n	N	N	-2.259637311	2	3	74
bg05.0030.02	Brown	BG05	Non-fiction	0	of	OTH	the maw  of the city		the city	city	CommonN	N	the maw	maw	collective	collective	Inanim	Inanim	g	N	N	-2.259637311	2	2	75
